id,genres,keywords,original_title,overview,popularity,vote_average,vote_count,title
414906,"['Crime', 'Mystery', 'Thriller']","['police', 'psychopath', 'secret identity', 'crime fighter', 'superhero', 'nightclub', 'politician', 'based on comic', 'vigilante', 'organized crime', 'serial killer', 'millionaire', 'social injustice', 'murder investigation', 'aftercreditsstinger', 'masked superhero', 'political corruption', 'neo-noir', 'vengeance', 'mayoral election']",The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",145.46,7.694,9010,The Batman
14811,"['Drama', 'Romance']","['dream', 'parent child relationship', 'tradition', 'musical', 'based on play or musical', 'pogrom', 'milkman', 'russian orthodox church', 'judaism', 'tavern', 'constable', 'suitor', 'breaking the fourth wall', 'russian soldier', 'elopement', 'fiddler', '1900s']",Fiddler on the Roof,"In a small Jewish community in a pre-Revolutionary Russian village, a poor milkman, determined to find good husbands for his five daughters, consults the traditional matchmaker – and also has words with God.",22.443,7.691,516,Fiddler on the Roof
990,"['Drama', 'Romance']","['new york city', 'suicide', 'based on novel or book', 'sports', 'gambling', 'alcohol', 'manager', 'pool billiards', 'hustler', 'money', 'game', 'drunk']",The Hustler,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,16.116,7.7,882,The Hustler
767,"['Adventure', 'Fantasy']","['witch', 'dying and death', 'london, england', 'magic', 'school of witchcraft', 'apparition', 'curse', 'teenage crush', 'school', 'werewolf', 'teenage love', 'luck', 'wizard', 'secret past', 'christmas', 'based on young adult novel']",Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",195.408,7.694,18457,Harry Potter and the Half-Blood Prince
804095,"['Drama', 'Comedy']","['high school', 'husband wife relationship', 'arizona', 'bullying', 'family relationships', 'coming of age', 'anti-semitism', 'teenage boy', 'filmmaking', 'childhood', 'semi autobiographical', 'marital problem', 'big dreams', 'father son relationship', 'mother son relationship']",The Fabelmans,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",53.009,7.696,1942,The Fabelmans
1633,"['Drama', 'Comedy']","['based on novel or book', 'southern usa', 'alabama', 'tomato', 'cafe', 'bee', 'nursing home', 'tomboy', 'lesbian']",Fried Green Tomatoes,"Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.",33.728,7.693,1236,Fried Green Tomatoes
22881,['Drama'],"['sports', 'american football', 'adoption', 'private school', 'education', 'based on true story', 'memphis, tennessee', 'duringcreditsstinger', 'christian', 'high school football']",The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",38.896,7.692,5969,The Blind Side
1075,"['Comedy', 'Romance', 'Crime']","['sibling relationship', 'gypsy', 'parent child relationship', 'grandparent grandchild relationship', 'black market', 'unexpected happiness', 'superstition', 'bathing', 'bad luck', 'gypsy music', 'teacher', 'debt', 'best friend', 'anarchic comedy']","Crna mačka, beli mačor","Matko is a small time hustler, living by the Danube with his 17-year-old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her.",13.212,7.692,681,"Black Cat, White Cat"
965150,['Drama'],"['hotel', 'depression', 'karaoke', 'tourist', 'melancholy', 'vacation', 'turkey', 'swimming pool', 'coming of age', 'memory', 'tai chi', 'family vacation', 'first kiss', 'teenage daughter', 'lgbt', 'video recorder', 'woman director', 'moody', 'rug', 'father daughter relationship', 'reminiscing', 'gay theme', 'bittersweet']",Aftersun,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn't.,49.338,7.695,1009,Aftersun
8416,['Drama'],"['paris, france', 'hitman', 'italy', 'fascism', 'childhood trauma', 'benito mussolini', 'political assassination', 'conformity', 'anti-fascism']",Il conformista,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",14.836,7.7,600,The Conformist
851,"['Drama', 'Romance']","['infidelity', 'farewell', 'husband wife relationship', 'narration', 'marriage', 'housewife', 'duty', 'doctor', 'love affair', 'tearjerker', 'told in flashback', 'impossible love', 'shame', 'guilty conscience', 'broken heart', 'hopelessness', 'scheduled rendezvous', 'secretiveness']",Brief Encounter,"Returning home from a shopping trip to a nearby town, bored suburban housewife Laura Jesson is thrown by happenstance into an acquaintance with virtuous doctor Alec Harvey. Their casual friendship soon develops during their weekly visits into something more emotionally fulfilling than either expected, and they must wrestle with the potential havoc their deepening relationship would have on their lives and the lives of those they love.",16.033,7.7,554,Brief Encounter
587272,['Comedy'],"['comedian', 'family']",Padre no hay más que uno,"Javier is what we have dubbed as a ""husband-in-law."" That is that without taking care of the care of the house and children at all, he knows exactly what needs to be done, and that he continuously collects a sum of sentences from the type: ""It is that you do not organize"", or ""do not get nervous"", you already consider that overflowing woman drowns in a glass of water. Javier will have to face the reality of dealing with five children (between four and twelve years old) when his wife decides to go on a trip and leave him alone with them. The chaotic situation that takes place at home will progressively evolve ecologically to the most absolute disaster, but at the same time it will give parents and children the opportunity to meet and enjoy themselves for the first time.",24.55,7.69,688,Father There Is Only One
369299,"['Comedy', 'Romance']","['one-night stand', 'birth', 'unlikely lovers', 'duringcreditsstinger', 'unplanned pregnancy']",¿Qué culpa tiene el niño?,"After a one-night stand results in pregnancy, a young woman decides to become partners with the emotionally immature father-to-be.",13.398,7.69,599,Don't Blame the Kid
83666,"['Comedy', 'Drama', 'Romance']","['camping', 'hurricane', 'pen pals', 'coming of age', 'camp', 'orphan', 'new england', 'first love', 'eye patch', 'search party', 'devastation', 'handkerchief', 'child smoking', 'small town sheriff', 'the color red', 'boy scouts', 'sand dancing', 'meet cute', 'boy scouts leader', 'pipe smoking', 'duringcreditsstinger', '1960s']",Moonrise Kingdom,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",19.865,7.69,5528,Moonrise Kingdom
30959,"['Horror', 'Fantasy', 'Drama']","['samurai', 'based on novel or book', 'story teller', 'snowstorm', 'tea', 'promise', 'snow', 'blind', 'spirit', 'vengeful ghost', 'ghost story', 'ghost', 'sea battle', 'japanese folklore', 'naval battle', 'horror anthology', 'ghost in the woods']",怪談,"Taking its title from an archaic Japanese word meaning ""ghost story,"" this anthology adapts four folk tales. A penniless samurai marries for money with tragic results. A man stranded in a blizzard is saved by Yuki the Snow Maiden, but his rescue comes at a cost. Blind musician Hoichi is forced to perform for an audience of ghosts. An author relates the story of a samurai who sees another warrior's reflection in his teacup.",17.209,7.689,342,Kwaidan
20139,['Drama'],"['falsely accused', 'based on play or musical', 'teacher', 'lesbian relationship', 'black and white', 'lgbt', 'rumor', 'all girls school', 'libel suit']",The Children's Hour,A private school for young girls is scandalized when one spiteful student accuses the two young women who run the school of being in a relationship.,11.273,7.689,315,The Children's Hour
583083,"['Comedy', 'Romance']",[],The Kissing Booth 2,"With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",32.108,7.687,4833,The Kissing Booth 2
575452,"['Drama', 'Crime', 'Thriller']","['rome, italy', 'palermo, sicily', 'based on true story', 'sicilian mafia', 'italian history', '1980s', '1990s', 'cosa nostra', 'anti-mafia', 'trial witness', '2000s', 'pentito', 'omertá', 'mafia trial', 'mafia war']",Il traditore,"Palermo, Sicily, 1980. Mafia member Tommaso Buscetta decides to move to Brazil with his family fleeing the constant war between the different clans of the criminal organization. But when, after living several misfortunes, he is forced to return to Italy, he makes a bold decision that will change his life and the destiny of Cosa Nostra forever.",14.417,7.688,1266,The Traitor
4808,"['Comedy', 'Mystery', 'Romance']","['cia', 'paris, france', ""love of one's life"", 'espionage', 'age difference', 'loss of loved one', 'spy', 'interpreter', 'stamp', 'whodunit', 'train', 'alias', 'screwball comedy', 'alps mountains', 'notre dame cathedral', 'american spy']",Charade,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",21.162,7.688,1270,Charade
